pergunta,alimentacao,medicamento,controle_glicemico,duvida_geral,resposta,nome_artigo,trecho
É seguro reutilizar a mesma agulha da caneta de insulina várias vezes?,False,True,False,False,"Não; reutilização causa dor, risco de lipodistrofia e contaminação.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Qual é a frequência ideal de troca da lanceta para quem faz 4 testes/dia?,False,False,True,False,"Trocar ao menos uma vez ao dia, idealmente a cada punção.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Como ajustar o lancetador para pele fina em crianças?,False,False,True,False,"Profundidade 1 ou 2, usar lancetas finas (33 G).",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Que vantagens a agulha curta de 5 mm oferece ao paciente adulto magro?,False,True,False,False,"Dispensa prega, reduz dor e risco de injeção intramuscular.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Por que é importante conferir a data de validade das tiras antes do uso?,False,False,True,False,"Enzima perde eficiência após o prazo, gerando leituras erradas.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
O que fazer se o glicosímetro exibir mensagem de erro repetidamente?,False,False,True,False,"Verificar código, qualidade da tira, bateria e recalibrar se necessário.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Quais cuidados de pele são recomendados para quem aplica insulina no abdome?,False,True,False,False,"Alternar pontos, evitar cicatrizes e hidratar levemente sem álcool.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Por que adultos obesos costumam precisar de agulhas mais longas?,False,True,False,False,Camada adiposa espessa; 8–12 mm garantem aplicação no subcutâneo.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Como calibrar glicosímetros que exigem inserção de código nas tiras?,False,False,True,False,Digitar o código ou inserir chip antes do primeiro uso do frasco.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Existe risco em armazenar tiras reagentes no banheiro?,False,False,True,False,Sim; variação de umidade e temperatura compromete a enzima.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Qual periodicidade de medição de glicose é recomendada em caso de febre?,False,False,True,False,"A cada 2–4 h, pois doenças agudas elevam a glicemia.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Como evitar bolhas de ar na seringa ao aspirar insulina?,False,True,False,False,"Injetar ar igual à dose no frasco, manter agulha submersa e puxar devagar.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Por que não se deve guardar agulhas soltas em bolsas ou bolsos?,False,True,False,False,Risco de acidentes perfuro-cortantes e contaminação.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Quando uma fita de glicose deve ser descartada mesmo lacrada?,False,False,True,False,Se a data de validade impressa estiver vencida.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Qual a importância de rotacionar locais de aplicação de insulina?,False,True,False,False,Previne lipodistrofia e garante absorção uniforme.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Quais documentos pessoais preciso apresentar para retirar a insulina na farmácia estadual?,False,True,False,False,"RG, CPF, Cartão SUS e comprovante de residência atual.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
A receita médica tem validade de quantos dias para fins de dispensação de análogos de insulina?,False,True,False,False,Geralmente 90 dias; confirmar na legislação local.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Quem pode preencher o formulário de solicitação de análogos: apenas endocrinologista ou clínico geral também?,False,True,False,False,Médico de referência cadastrado (endocrino ou clínico habilitado).,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Por que devo levar o diário de glicemias nas retiradas mensais?,False,False,True,False,Auditoria confere adesão e ajusta doses se necessário.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Com que frequência preciso retirar insulina e insumos na farmácia especializada?,False,True,False,False,"Mensalmente, respeitando data marcada na autorização.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
O que acontece se algum documento estiver vencido no dia da retirada?,False,True,False,False,Retirada é suspensa até regularização; risco de cancelamento do cadastro.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Qual setor avalia o processo de concessão depois que a farmácia cadastra o paciente?,False,True,False,False,Auditoria Médica do CEMEPAR.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Como faço para renovar meu cadastro após 12 meses de tratamento?,False,True,False,False,"Entregar nova LME, exames atualizados e receita vigente.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Existe prazo máximo para a Auditoria Médica analisar um novo pedido?,False,True,False,False,"Até 30 dias úteis, podendo variar conforme demanda.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Onde posso consultar o status do meu processo de concessão on-line?,False,True,False,False,"Sistema SISMEDEX-CMDE, com número do protocolo.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
"Se a receita vencer antes da próxima retirada, posso levar cópia escaneada?",False,True,False,False,Apenas receita original assinada e carimbada é aceita.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Posso autorizar outra pessoa a retirar minha insulina?,False,True,False,False,"Sim, mediante procuração simples e cópia dos documentos.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Quais exames laboratoriais devo apresentar a cada três meses?,False,False,True,False,"Hemoglobina glicada, glicemia de jejum e, se solicitado, perfil lipídico.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
O que fazer se eu perder o glicosímetro fornecido?,False,False,True,False,Registrar boletim de ocorrência e solicitar reposição com justificativa.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Como preencher corretamente o campo 'histórico de hipoglicemias' no relatório?,False,True,True,False,"Descrever número de episódios, horários e necessidade de ajuda de terceiros.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
A documentação muda se eu trocar de município?,False,True,False,False,Precisa atualizar comprovante de endereço e pode transferir farmácia de referência.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Quais são as consequências de faltar à retirada por dois meses seguidos?,False,True,False,False,Cancelamento automático do programa; novo processo será necessário.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
O relatório médico precisa estar datado de até quantos dias?,False,True,False,False,No máximo 30 dias antes da data do protocolo.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
É obrigatório levar exame de creatinina na renovação?,False,True,False,False,"Sim, para monitorar função renal em usuários de insulina.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Como especificar doses altas de análogo se ultrapassar 80 U/dia?,False,True,False,False,Médico deve justificar em relatório e anexar diário de glicemias.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Quem é responsável por corrigir erros no formulário SAI?,False,True,False,False,Médico prescritor; farmácia não altera dados clínicos.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Qual frequência de retirada se aplica a bombas de insulina?,False,True,False,False,Geralmente a cada 30 dias para refis e conjuntos de infusão.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Posso usar exame de HbA1c feito em laboratório particular?,False,False,True,False,"Sim, desde que conste método certificado e valor de referência.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Quais critérios justificam indeferimento do pedido de análogos?,False,True,False,False,"Falta de critérios clínicos, documentos incompletos ou exames fora do prazo.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Quando devo apresentar relatório de hipoglicemias graves?,False,True,True,False,Durante o protocolo inicial e em cada renovação anual.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Qual é a diferença entre 'LME' e 'SAI' nos documentos?,False,True,False,False,LME é Laudo de Medicamentos Excepcionais; SAI é Solicitação de Análogos de Insulina.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
"Ao mudar de médico, preciso novo formulário ou posso usar o mesmo?",False,True,False,False,Necessário novo formulário assinado pelo novo médico.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Quanto tempo leva para receber a insulina após aprovação?,False,True,False,False,"De 5 a 10 dias úteis, dependendo do estoque estadual.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Como comprovar uso prévio de insulina NPH no processo?,False,True,False,False,Anexar receitas antigas ou relatório hospitalar.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Por que a auditoria exige hemoglobina glicada ≤ 9 % para manutenção?,False,True,True,False,Indicador de adesão; valores acima sugerem mau controle.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
O que acontece se minha HbA1c não melhorar em 12 meses?,False,True,True,False,Processo pode ser reavaliado e até suspenso.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Quais informações devem constar no diário de glicemias?,False,False,True,False,"Horário, valor medido, dose aplicada e eventos de hipoglicemia.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Preciso apresentar exame de microalbuminúria na primeira solicitação?,False,True,False,False,"Sim, faz parte do rastreio de complicações.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Existe diferença de fluxo para insulina de ação rápida e longa?,False,True,False,False,Mesma documentação; dose justificada separadamente.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Como é feito o cálculo de '50 % de redução da HbA1c excedente' para manutenção?,False,True,True,False,Compara-se HbA1c inicial com atual e verifica-se redução desejada.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Perdi a carteira de identidade; posso usar CNH?,False,True,False,False,CNH física é aceita como documento oficial com foto.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Quem pode tirar dúvidas sobre pendências no SISMEDEX?,False,True,False,False,Farmácia especial ou central de atendimento da SESA.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
É possível enviar exames digitalizados por e-mail em vez de levar impressos?,False,True,False,False,Não; deve levar cópia impressa autenticada ou original.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Posso retirar insumos antes da data marcada se vou viajar?,False,True,False,False,"Sim, mediante justificativa e avaliação da farmácia.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Qual é a periodicidade mínima de HbA1c exigida para renovação?,False,True,True,False,Ao menos um exame nos últimos 90 dias.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Que exames de glicemia pós-prandial são aceitos no protocolo?,False,False,True,False,Amostra colhida 2 h após refeição padrão.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
O formulário LME pode ser preenchido à mão?,False,True,False,False,"Sim, em letra legível e sem rasuras.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Médico residente pode assinar a LME?,False,True,False,False,"Apenas se registrado no CRM; caso contrário, precisa contra-assinatura do supervisor.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Posso protocolar o pedido em qualquer farmácia especial do estado?,False,True,False,False,Deve ser protocolado na Regional de Saúde do domicílio.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Qual intervalo mínimo de glicemia em jejum exige o protocolo?,False,False,True,False,Dois exames com intervalo máximo de 6 meses.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Quais vacinas precisam estar em dia para autorização?,False,True,False,False,Não há exigência de vacinas; recomendação de rotina apenas.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Como comprovar hipoglicemias noturnas frequentes no relatório?,False,True,True,False,Relatar valores < 70 mg/dL em medição às 3 h ou sintomas documentados.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
"Se mudar de bairro dentro da mesma cidade, preciso atualizar cadastro?",False,True,False,False,"Sim, levar novo comprovante de residência.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
O prazo de 30 dias da receita conta da data de emissão ou consulta?,False,True,False,False,Conta da data de emissão impressa.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Quem armazena a documentação física após aprovação?,False,True,False,False,Farmácia especial arquiva; auditoria mantém cópia digital.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
É obrigatório anexar perfil lipídico no protocolo inicial?,False,True,False,False,"Sim, para avaliação cardiovascular.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
"Em caso de extravio dos documentos, como reabrir o processo?",False,True,False,False,Reunir novos originais e solicitar reanálise.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Qual é o limite de dias para retirar insulina após notificação 'Disponível'?,False,True,False,False,Geralmente até 7 dias corridos.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Posso apresentar exames feitos há 4 meses?,False,True,False,False,Apenas se protocolo permitir até 6 meses; verificar orientação.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Existe canal telefônico para acompanhar a aprovação?,False,True,False,False,"Sim, 0800 da SESA ou número da farmácia especial.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
O diário de glicemias pode ser eletrônico?,False,False,True,False,Aceito se impresso e assinado pelo paciente.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Qual é a orientação para quem perde o prazo de renovação anual?,False,True,False,False,Iniciar novo processo com todos os documentos atualizados.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Quantas vias da receita são necessárias?,False,True,False,False,"Duas: uma fica no processo, outra com o paciente.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Os exames de HbA1c devem ser feitos no laboratório público?,False,True,False,False,"Pode ser público ou privado, desde que certificado.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Como sinalizar alergia a insulina no formulário?,False,True,False,False,Campo 'Reações adversas' do Relatório Específico.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Paciente acamado pode solicitar entrega domiciliar?,False,True,False,False,Possível via PROC. domiciliar da farmácia; exige laudo do médico.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Quais prazos de entrega de refis para bomba de insulina?,False,True,False,False,Até 15 dias após autorização.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Posso usar relatório digitado e assinado eletronicamente?,False,True,False,False,"Sim, desde que com certificado ICP-Brasil.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Há penalidades se eu fornecer informações falsas no formulário?,False,True,False,False,Processo cancelado e responsabilidade ética do médico.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Por que exames de função hepática podem ser exigidos?,False,True,False,False,Monitorar segurança do medicamento em hepatopatas.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
É necessário exame oftalmológico para aprovação?,False,True,False,False,"Não é obrigatório, mas recomendado.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
A farmácia pode dispensar quantidade extra se eu viajar por 60 dias?,False,True,False,False,Pode liberar até dois meses mediante bilhete de viagem.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Qual intervalo mínimo para apresentar nova receita se doses mudam?,False,True,False,False,Imediato; receita deve refletir dose atual.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Onde registrar episódios de cetose no formulário?,False,True,True,False,Campo 'Complicações agudas' do Relatório.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Os exames de glicemia em jejum precisam ser em dias diferentes?,False,False,True,False,"Sim, preferencialmente em laboratórios distintos.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Que profissionais atuam na Auditoria Médica?,False,True,False,False,Médicos com especialização em endocrinologia ou saúde pública.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Paciente menor de idade precisa de documento adicional?,False,True,False,False,Levar certidão de nascimento e documento do responsável.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
O extrato bancário serve como comprovante de residência?,False,True,False,False,"Sim, se constar endereço completo e data recente.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Posso digitalizar o diário de glicemias e enviar em PDF?,False,False,True,False,Só se imprimir e levar cópia física assinada.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
O que caracteriza 'erro de preenchimento' mais comum na LME?,False,True,False,False,"Falta de assinatura, campos em branco ou rasuras.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Há diferença de fluxo para insulinas análogas em caneta vs. refil?,False,True,False,False,Documentação igual; varia na logística de estoque.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
É exigido teste de gravidez para mulheres em idade fértil?,False,True,False,False,"Não obrigatório, mas recomendado para segurança terapêutica.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
A farmácia pode reter meu glicosímetro para conferência técnica?,False,False,True,False,"Sim, por até 48 h, com recibo, para verificação de defeito.",Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Quando a dispensa de insulina ocorre em dose fracionada?,False,True,False,False,Se estoque insuficiente; saldo entregue em retirada seguinte.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
Qual documento oficial lista todas essas regras de fluxo?,False,True,False,False,Portaria SESA/PR nº xxx/2024 e Manual Operacional do Programa de Análogos.,Diabetes Mellitus Quick Guide,Recomendações específicas no guia.
