pergunta,alimentacao,medicamento,controle_glicemico,duvida_geral,resposta,nome_artigo,trecho
Que falha ocorre ao minimizar impacto do diagnóstico diante do paciente?,False,False,False,True,Subestimar gravidade reduz adesão e prejudica o prognóstico.,Diabetes Mellitus Quick Guide,Ver capítulo e anexo correspondente.
Por que não é correto basear planejamento nutricional em dietas genéricas?,True,False,False,False,Cada pessoa tem necessidades e rotina distintas que exigem individualização.,Diabetes Mellitus Quick Guide,Ver capítulo e anexo correspondente.
Qual erro pode surgir ao focar só em metas de peso e esquecer controle glicêmico?,True,False,True,False,Perder de vista glicose pode resultar em necessidade tardia de ajuste medicamentoso.,Diabetes Mellitus Quick Guide,Ver capítulo e anexo correspondente.
Por que desconsiderar avaliação de pés é um erro grave em diabéticos?,False,False,True,False,Ignorar exame de pé aumenta risco de úlceras e amputações.,Diabetes Mellitus Quick Guide,Ver capítulo e anexo correspondente.
Qual descuido acontece ao não explorar qualidade de vida na consulta?,False,False,False,True,Ignorar aspectos psicossociais compromete plano de cuidado integral.,Diabetes Mellitus Quick Guide,Ver capítulo e anexo correspondente.
Para que serve o Índice de Vulnerabilidade Clínico-Funcional-20 (IVCF-20)?,False,False,False,True,Avaliar fragilidade e personalizar metas em idosos.,Diabetes Mellitus Quick Guide,Ver capítulo e anexo correspondente.
Como interpretar pontuação alta no IVCF-20?,False,False,False,True,Indica maior vulnerabilidade e necessidade de metas flexíveis.,Diabetes Mellitus Quick Guide,Ver capítulo e anexo correspondente.
Que documento anexo descreve critérios de suspensão de terapia de análogos?,False,True,True,False,Anexo com critérios de não redução de A1c e episódios graves.,Diabetes Mellitus Quick Guide,Ver capítulo e anexo correspondente.
Onde encontrar no anexo as definições de pé diabético e suas classificações?,False,False,False,True,No anexo de referências clínicas de pé diabético.,Diabetes Mellitus Quick Guide,Ver capítulo e anexo correspondente.
Qual anexo apresenta ficha de solicitação de análogos de insulina (SAI)?,False,True,False,False,Anexo 'SAI – Solicitação de Análogos de Insulina' ao protocolo.,Diabetes Mellitus Quick Guide,Ver capítulo e anexo correspondente.
Como utilizar o questionário IVCF-20 disponível em anexo?,False,False,False,True,"Aplicar itens, somar pontos e classificar grau de vulnerabilidade.",Diabetes Mellitus Quick Guide,Ver capítulo e anexo correspondente.
Que siglas e abreviações estão listadas no anexo de siglas?,False,False,False,True,"Incluem HbA1c, TFG, NPH, GLP-1 entre outras.",Diabetes Mellitus Quick Guide,Ver capítulo e anexo correspondente.
Onde no anexo há orientações sobre gravar e anexar resultados de exames?,False,False,False,True,O anexo não inclui essa orientação; trata de índices e formulários.,Diabetes Mellitus Quick Guide,Ver capítulo e anexo correspondente.
Qual anexo traz normas de preenchimento para formulários da APS?,False,False,False,True,SAI contém instruções de preenchimento no cabeçalho do anexo.,Diabetes Mellitus Quick Guide,Ver capítulo e anexo correspondente.
Como acessar o IVCF-20 on-line conforme referência do anexo?,False,False,False,True,Via site oficial indicado no anexo do protocolo.,Diabetes Mellitus Quick Guide,Ver capítulo e anexo correspondente.
