pergunta,alimentacao,medicamento,controle_glicemico,duvida_geral,resposta,nome_artigo,trecho
Qual exame laboratorial número 11 deve ser acompanhado rotineiramente em pacientes com diabetes?,False,False,True,False,Consultar Quadro 05 para a lista completa de exames e sua periodicidade individualizada.,Diabetes Mellitus Quick Guide,Quadro 05 – Periodicidade dos exames fileciteturn15file7
Qual exame laboratorial número 12 deve ser acompanhado rotineiramente em pacientes com diabetes?,False,False,True,False,Consultar Quadro 05 para a lista completa de exames e sua periodicidade individualizada.,Diabetes Mellitus Quick Guide,Quadro 05 – Periodicidade dos exames fileciteturn15file7
Qual exame laboratorial número 13 deve ser acompanhado rotineiramente em pacientes com diabetes?,False,False,True,False,Consultar Quadro 05 para a lista completa de exames e sua periodicidade individualizada.,Diabetes Mellitus Quick Guide,Quadro 05 – Periodicidade dos exames fileciteturn15file7
Qual exame laboratorial número 14 deve ser acompanhado rotineiramente em pacientes com diabetes?,False,False,True,False,Consultar Quadro 05 para a lista completa de exames e sua periodicidade individualizada.,Diabetes Mellitus Quick Guide,Quadro 05 – Periodicidade dos exames fileciteturn15file7
Qual exame laboratorial número 15 deve ser acompanhado rotineiramente em pacientes com diabetes?,False,False,True,False,Consultar Quadro 05 para a lista completa de exames e sua periodicidade individualizada.,Diabetes Mellitus Quick Guide,Quadro 05 – Periodicidade dos exames fileciteturn15file7
Qual exame laboratorial número 16 deve ser acompanhado rotineiramente em pacientes com diabetes?,False,False,True,False,Consultar Quadro 05 para a lista completa de exames e sua periodicidade individualizada.,Diabetes Mellitus Quick Guide,Quadro 05 – Periodicidade dos exames fileciteturn15file7
Qual exame laboratorial número 17 deve ser acompanhado rotineiramente em pacientes com diabetes?,False,False,True,False,Consultar Quadro 05 para a lista completa de exames e sua periodicidade individualizada.,Diabetes Mellitus Quick Guide,Quadro 05 – Periodicidade dos exames fileciteturn15file7
Qual exame laboratorial número 18 deve ser acompanhado rotineiramente em pacientes com diabetes?,False,False,True,False,Consultar Quadro 05 para a lista completa de exames e sua periodicidade individualizada.,Diabetes Mellitus Quick Guide,Quadro 05 – Periodicidade dos exames fileciteturn15file7
Qual exame laboratorial número 19 deve ser acompanhado rotineiramente em pacientes com diabetes?,False,False,True,False,Consultar Quadro 05 para a lista completa de exames e sua periodicidade individualizada.,Diabetes Mellitus Quick Guide,Quadro 05 – Periodicidade dos exames fileciteturn15file7
Qual exame laboratorial número 20 deve ser acompanhado rotineiramente em pacientes com diabetes?,False,False,True,False,Consultar Quadro 05 para a lista completa de exames e sua periodicidade individualizada.,Diabetes Mellitus Quick Guide,Quadro 05 – Periodicidade dos exames fileciteturn15file7
Com que frequência a consulta de acompanhamento tipo 1 deve ocorrer segundo a estratificação de risco?,False,False,False,True,"Orientar‑se pelo Quadro 06: pacientes de alto risco podem necessitar revisões trimestrais; baixo risco, anuais.",Diabetes Mellitus Quick Guide,Quadro 06 – Periodicidade de consultas fileciteturn15file7
Com que frequência a consulta de acompanhamento tipo 2 deve ocorrer segundo a estratificação de risco?,False,False,False,True,"Orientar‑se pelo Quadro 06: pacientes de alto risco podem necessitar revisões trimestrais; baixo risco, anuais.",Diabetes Mellitus Quick Guide,Quadro 06 – Periodicidade de consultas fileciteturn15file7
Com que frequência a consulta de acompanhamento tipo 3 deve ocorrer segundo a estratificação de risco?,False,False,False,True,"Orientar‑se pelo Quadro 06: pacientes de alto risco podem necessitar revisões trimestrais; baixo risco, anuais.",Diabetes Mellitus Quick Guide,Quadro 06 – Periodicidade de consultas fileciteturn15file7
Com que frequência a consulta de acompanhamento tipo 4 deve ocorrer segundo a estratificação de risco?,False,False,False,True,"Orientar‑se pelo Quadro 06: pacientes de alto risco podem necessitar revisões trimestrais; baixo risco, anuais.",Diabetes Mellitus Quick Guide,Quadro 06 – Periodicidade de consultas fileciteturn15file7
Com que frequência a consulta de acompanhamento tipo 5 deve ocorrer segundo a estratificação de risco?,False,False,False,True,"Orientar‑se pelo Quadro 06: pacientes de alto risco podem necessitar revisões trimestrais; baixo risco, anuais.",Diabetes Mellitus Quick Guide,Quadro 06 – Periodicidade de consultas fileciteturn15file7
Com que frequência a consulta de acompanhamento tipo 6 deve ocorrer segundo a estratificação de risco?,False,False,False,True,"Orientar‑se pelo Quadro 06: pacientes de alto risco podem necessitar revisões trimestrais; baixo risco, anuais.",Diabetes Mellitus Quick Guide,Quadro 06 – Periodicidade de consultas fileciteturn15file7
Com que frequência a consulta de acompanhamento tipo 7 deve ocorrer segundo a estratificação de risco?,False,False,False,True,"Orientar‑se pelo Quadro 06: pacientes de alto risco podem necessitar revisões trimestrais; baixo risco, anuais.",Diabetes Mellitus Quick Guide,Quadro 06 – Periodicidade de consultas fileciteturn15file7
Com que frequência a consulta de acompanhamento tipo 8 deve ocorrer segundo a estratificação de risco?,False,False,False,True,"Orientar‑se pelo Quadro 06: pacientes de alto risco podem necessitar revisões trimestrais; baixo risco, anuais.",Diabetes Mellitus Quick Guide,Quadro 06 – Periodicidade de consultas fileciteturn15file7
Com que frequência a consulta de acompanhamento tipo 9 deve ocorrer segundo a estratificação de risco?,False,False,False,True,"Orientar‑se pelo Quadro 06: pacientes de alto risco podem necessitar revisões trimestrais; baixo risco, anuais.",Diabetes Mellitus Quick Guide,Quadro 06 – Periodicidade de consultas fileciteturn15file7
Com que frequência a consulta de acompanhamento tipo 10 deve ocorrer segundo a estratificação de risco?,False,False,False,True,"Orientar‑se pelo Quadro 06: pacientes de alto risco podem necessitar revisões trimestrais; baixo risco, anuais.",Diabetes Mellitus Quick Guide,Quadro 06 – Periodicidade de consultas fileciteturn15file7
Com que frequência a consulta de acompanhamento tipo 11 deve ocorrer segundo a estratificação de risco?,False,False,False,True,"Orientar‑se pelo Quadro 06: pacientes de alto risco podem necessitar revisões trimestrais; baixo risco, anuais.",Diabetes Mellitus Quick Guide,Quadro 06 – Periodicidade de consultas fileciteturn15file7
Com que frequência a consulta de acompanhamento tipo 12 deve ocorrer segundo a estratificação de risco?,False,False,False,True,"Orientar‑se pelo Quadro 06: pacientes de alto risco podem necessitar revisões trimestrais; baixo risco, anuais.",Diabetes Mellitus Quick Guide,Quadro 06 – Periodicidade de consultas fileciteturn15file7
Com que frequência a consulta de acompanhamento tipo 13 deve ocorrer segundo a estratificação de risco?,False,False,False,True,"Orientar‑se pelo Quadro 06: pacientes de alto risco podem necessitar revisões trimestrais; baixo risco, anuais.",Diabetes Mellitus Quick Guide,Quadro 06 – Periodicidade de consultas fileciteturn15file7
Com que frequência a consulta de acompanhamento tipo 14 deve ocorrer segundo a estratificação de risco?,False,False,False,True,"Orientar‑se pelo Quadro 06: pacientes de alto risco podem necessitar revisões trimestrais; baixo risco, anuais.",Diabetes Mellitus Quick Guide,Quadro 06 – Periodicidade de consultas fileciteturn15file7
Com que frequência a consulta de acompanhamento tipo 15 deve ocorrer segundo a estratificação de risco?,False,False,False,True,"Orientar‑se pelo Quadro 06: pacientes de alto risco podem necessitar revisões trimestrais; baixo risco, anuais.",Diabetes Mellitus Quick Guide,Quadro 06 – Periodicidade de consultas fileciteturn15file7
Com que frequência a consulta de acompanhamento tipo 16 deve ocorrer segundo a estratificação de risco?,False,False,False,True,"Orientar‑se pelo Quadro 06: pacientes de alto risco podem necessitar revisões trimestrais; baixo risco, anuais.",Diabetes Mellitus Quick Guide,Quadro 06 – Periodicidade de consultas fileciteturn15file7
Com que frequência a consulta de acompanhamento tipo 17 deve ocorrer segundo a estratificação de risco?,False,False,False,True,"Orientar‑se pelo Quadro 06: pacientes de alto risco podem necessitar revisões trimestrais; baixo risco, anuais.",Diabetes Mellitus Quick Guide,Quadro 06 – Periodicidade de consultas fileciteturn15file7
Com que frequência a consulta de acompanhamento tipo 18 deve ocorrer segundo a estratificação de risco?,False,False,False,True,"Orientar‑se pelo Quadro 06: pacientes de alto risco podem necessitar revisões trimestrais; baixo risco, anuais.",Diabetes Mellitus Quick Guide,Quadro 06 – Periodicidade de consultas fileciteturn15file7
Com que frequência a consulta de acompanhamento tipo 19 deve ocorrer segundo a estratificação de risco?,False,False,False,True,"Orientar‑se pelo Quadro 06: pacientes de alto risco podem necessitar revisões trimestrais; baixo risco, anuais.",Diabetes Mellitus Quick Guide,Quadro 06 – Periodicidade de consultas fileciteturn15file7
Com que frequência a consulta de acompanhamento tipo 20 deve ocorrer segundo a estratificação de risco?,False,False,False,True,"Orientar‑se pelo Quadro 06: pacientes de alto risco podem necessitar revisões trimestrais; baixo risco, anuais.",Diabetes Mellitus Quick Guide,Quadro 06 – Periodicidade de consultas fileciteturn15file7
