pergunta,alimentacao,medicamento,controle_glicemico,duvida_geral,resposta,nome_artigo,trecho
Que situação especial é tratada no item 11 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 12 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 13 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 14 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 15 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 16 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 17 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 18 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 19 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 20 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 21 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 22 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 23 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 24 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 25 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 26 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 27 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 28 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 29 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 30 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 31 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 32 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 33 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 34 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 35 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 36 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 37 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 38 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 39 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 40 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 41 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 42 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 43 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 44 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 45 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 46 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 47 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 48 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 49 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 50 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
