pergunta,alimentacao,medicamento,controle_glicemico,duvida_geral,resposta,nome_artigo,trecho
"Qual é o critério de número 11 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,False,True,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 12 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,True,False,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 13 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,False,True,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 14 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,True,False,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 15 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,False,True,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 16 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,True,False,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 17 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,False,True,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 18 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,True,False,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 19 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,False,True,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 20 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,True,False,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 21 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,False,True,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 22 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,True,False,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 23 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,False,True,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 24 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,True,False,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 25 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,False,True,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 26 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,True,False,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 27 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,False,True,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 28 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,True,False,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 29 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,False,True,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 30 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,True,False,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 31 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,False,True,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 32 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,True,False,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 33 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,False,True,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 34 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,True,False,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 35 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,False,True,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 36 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,True,False,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 37 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,False,True,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 38 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,True,False,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 39 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,False,True,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 40 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,True,False,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 41 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,False,True,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 42 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,True,False,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 43 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,False,True,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 44 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,True,False,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 45 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,False,True,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 46 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,True,False,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 47 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,False,True,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 48 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,True,False,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 49 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,False,True,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
"Qual é o critério de número 50 do Capítulo 6 sobre inclusão, exclusão ou monitorização?",False,True,True,False,Consulte o texto do protocolo para detalhes específicos do critério.,"Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver itens do Capítulo 6 do protocolo.
