pergunta,pergunta_alimentacao,pergunta_medicamento,pergunta_controle_glicemico,resposta,resposta_alimentacao,resposta_medicamento,resposta_controle_glicemico,fonte
Qual a diferença entre glipizida e glimepirida no tratamento do diabetes tipo 2?,False,True,False,"glipizida tem ação prolongada; glimepirida é de curta duração, sendo usado conforme o padrão de glicemia do paciente.",False,True,False,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
Em que situações é indicado associar insulina glargina com insulina?,False,True,False,A associação com insulina basal pode ser feita quando as metas de HbA1c não são atingidas com monoterapia.,False,True,False,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
Como identificar resistência ao sitagliptina?,False,True,False,Sinais de falta de resposta incluem valores persistentes de A1c acima de 7% após 3 meses de tratamento.,False,True,False,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Qual é a dose inicial recomendada de metformina para pacientes com diabetes tipo 2?,False,True,False,"A dose inicial geralmente é de 850 mg/dia, ajustando até 2000 mg conforme tolerância e resposta terapêutica.",False,True,False,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
Quais são os principais efeitos colaterais de glipizida?,False,True,False,"Efeitos adversos comuns incluem náusea, diarreia e desconforto gastrointestinal, que tendem a diminuir com o tempo.",False,True,False,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Como devo ajustar a dose de glipizida em caso de insuficiência renal?,False,True,False,"Em insuficiência renal moderada, recomenda-se reduzir a dose em até 50% e monitorar creatinina mensalmente.",False,True,False,https://diabetes.org/health-wellness/medication-treatments
É seguro usar insulina glargina durante a gravidez?,False,True,False,O uso em gravidez deve ser avaliado pelo obstetra; alguns estudos indicam que liraglutida pode ser continuado sob supervisão médica.,False,True,False,https://diretriz.diabetes.org.br/
Como a alimentação pode interferir na eficácia de metformina?,False,True,False,"Refeições ricas em gorduras podem atrasar a absorção de liraglutida, reduzindo seu efeito de pico.",False,True,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
Qual o intervalo entre doses de insulina glargina?,False,True,False,O intervalo recomendado é de 12 horas entre as doses para manter níveis plasmáticos estáveis.,False,True,False,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
Posso tomar insulina glargina em jejum ou devo sempre ingerir com alimentos?,False,True,False,É indicado tomar sitagliptina logo após a refeição para diminuir os riscos de hipoglicemia e efeitos gastrointestinais.,False,True,False,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
Qual a diferença entre insulina lispro e insulina glargina no tratamento do diabetes tipo 2?,False,True,False,"insulina lispro tem ação prolongada; insulina glargina é de curta duração, sendo usado conforme o padrão de glicemia do paciente.",False,True,False,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Em que situações é indicado associar insulina glargina com insulina?,False,True,False,A associação com insulina basal pode ser feita quando as metas de HbA1c não são atingidas com monoterapia.,False,True,False,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
Como identificar resistência ao glipizida?,False,True,False,Sinais de falta de resposta incluem valores persistentes de A1c acima de 7% após 3 meses de tratamento.,False,True,False,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Qual é a dose inicial recomendada de sitagliptina para pacientes com diabetes tipo 2?,False,True,False,"A dose inicial geralmente é de 1500 mg/dia, ajustando até 3000 mg conforme tolerância e resposta terapêutica.",False,True,False,https://diabetes.org/health-wellness/medication-treatments
Quais são os principais efeitos colaterais de liraglutida?,False,True,False,"Efeitos adversos comuns incluem náusea, diarreia e desconforto gastrointestinal, que tendem a diminuir com o tempo.",False,True,False,https://diretriz.diabetes.org.br/
Como devo ajustar a dose de sitagliptina em caso de insuficiência renal?,False,True,False,"Em insuficiência renal moderada, recomenda-se reduzir a dose em até 50% e monitorar creatinina mensalmente.",False,True,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
É seguro usar insulina glargina durante a gravidez?,False,True,False,O uso em gravidez deve ser avaliado pelo obstetra; alguns estudos indicam que metformina pode ser continuado sob supervisão médica.,False,True,False,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
Como a alimentação pode interferir na eficácia de insulina glargina?,False,True,False,"Refeições ricas em gorduras podem atrasar a absorção de insulina glargina, reduzindo seu efeito de pico.",False,True,False,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
Qual o intervalo entre doses de metformina?,False,True,False,O intervalo recomendado é de 12 horas entre as doses para manter níveis plasmáticos estáveis.,False,True,False,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Posso tomar metformina em jejum ou devo sempre ingerir com alimentos?,False,True,False,É indicado tomar glipizida logo após a refeição para diminuir os riscos de hipoglicemia e efeitos gastrointestinais.,False,True,False,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
Qual a diferença entre glipizida e glimepirida no tratamento do diabetes tipo 2?,False,True,False,"glipizida tem ação prolongada; glimepirida é de curta duração, sendo usado conforme o padrão de glicemia do paciente.",False,True,False,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Em que situações é indicado associar sitagliptina com insulina?,False,True,False,A associação com insulina basal pode ser feita quando as metas de HbA1c não são atingidas com monoterapia.,False,True,False,https://diabetes.org/health-wellness/medication-treatments
Como identificar resistência ao metformina?,False,True,False,Sinais de falta de resposta incluem valores persistentes de A1c acima de 7% após 3 meses de tratamento.,False,True,False,https://diretriz.diabetes.org.br/
Qual é a dose inicial recomendada de glipizida para pacientes com diabetes tipo 2?,False,True,False,"A dose inicial geralmente é de 1500 mg/dia, ajustando até 2550 mg conforme tolerância e resposta terapêutica.",False,True,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
Quais são os principais efeitos colaterais de sitagliptina?,False,True,False,"Efeitos adversos comuns incluem náusea, diarreia e desconforto gastrointestinal, que tendem a diminuir com o tempo.",False,True,False,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
Como devo ajustar a dose de sitagliptina em caso de insuficiência renal?,False,True,False,"Em insuficiência renal moderada, recomenda-se reduzir a dose em até 50% e monitorar creatinina mensalmente.",False,True,False,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
É seguro usar metformina durante a gravidez?,False,True,False,O uso em gravidez deve ser avaliado pelo obstetra; alguns estudos indicam que insulina glargina pode ser continuado sob supervisão médica.,False,True,False,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Como a alimentação pode interferir na eficácia de metformina?,False,True,False,"Refeições ricas em gorduras podem atrasar a absorção de insulina glargina, reduzindo seu efeito de pico.",False,True,False,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
Qual o intervalo entre doses de insulina glargina?,False,True,False,O intervalo recomendado é de 12 horas entre as doses para manter níveis plasmáticos estáveis.,False,True,False,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Posso tomar insulina glargina em jejum ou devo sempre ingerir com alimentos?,False,True,False,É indicado tomar sitagliptina logo após a refeição para diminuir os riscos de hipoglicemia e efeitos gastrointestinais.,False,True,False,https://diabetes.org/health-wellness/medication-treatments
Qual a diferença entre insulina lispro e insulina glargina no tratamento do diabetes tipo 2?,False,True,False,"insulina lispro tem ação prolongada; insulina glargina é de curta duração, sendo usado conforme o padrão de glicemia do paciente.",False,True,False,https://diretriz.diabetes.org.br/
Em que situações é indicado associar sitagliptina com insulina?,False,True,False,A associação com insulina basal pode ser feita quando as metas de HbA1c não são atingidas com monoterapia.,False,True,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
Como identificar resistência ao glipizida?,False,True,False,Sinais de falta de resposta incluem valores persistentes de A1c acima de 7% após 3 meses de tratamento.,False,True,False,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
Qual é a dose inicial recomendada de glipizida para pacientes com diabetes tipo 2?,False,True,False,"A dose inicial geralmente é de 2000 mg/dia, ajustando até 2000 mg conforme tolerância e resposta terapêutica.",False,True,False,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
Quais são os principais efeitos colaterais de insulina glargina?,False,True,False,"Efeitos adversos comuns incluem náusea, diarreia e desconforto gastrointestinal, que tendem a diminuir com o tempo.",False,True,False,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Como devo ajustar a dose de glipizida em caso de insuficiência renal?,False,True,False,"Em insuficiência renal moderada, recomenda-se reduzir a dose em até 50% e monitorar creatinina mensalmente.",False,True,False,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
É seguro usar insulina glargina durante a gravidez?,False,True,False,O uso em gravidez deve ser avaliado pelo obstetra; alguns estudos indicam que insulina glargina pode ser continuado sob supervisão médica.,False,True,False,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Como a alimentação pode interferir na eficácia de metformina?,False,True,False,"Refeições ricas em gorduras podem atrasar a absorção de insulina glargina, reduzindo seu efeito de pico.",False,True,False,https://diabetes.org/health-wellness/medication-treatments
Qual o intervalo entre doses de sitagliptina?,False,True,False,O intervalo recomendado é de 24 horas entre as doses para manter níveis plasmáticos estáveis.,False,True,False,https://diretriz.diabetes.org.br/
Posso tomar glipizida em jejum ou devo sempre ingerir com alimentos?,False,True,False,É indicado tomar metformina logo após a refeição para diminuir os riscos de hipoglicemia e efeitos gastrointestinais.,False,True,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
Qual a diferença entre metformina e sitagliptina no tratamento do diabetes tipo 2?,False,True,False,"metformina tem ação prolongada; sitagliptina é de curta duração, sendo usado conforme o padrão de glicemia do paciente.",False,True,False,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
Em que situações é indicado associar sitagliptina com insulina?,False,True,False,A associação com insulina basal pode ser feita quando as metas de HbA1c não são atingidas com monoterapia.,False,True,False,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
Como identificar resistência ao glipizida?,False,True,False,Sinais de falta de resposta incluem valores persistentes de A1c acima de 7% após 3 meses de tratamento.,False,True,False,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Qual é a dose inicial recomendada de sitagliptina para pacientes com diabetes tipo 2?,False,True,False,"A dose inicial geralmente é de 500 mg/dia, ajustando até 3000 mg conforme tolerância e resposta terapêutica.",False,True,False,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
Quais são os principais efeitos colaterais de metformina?,False,True,False,"Efeitos adversos comuns incluem náusea, diarreia e desconforto gastrointestinal, que tendem a diminuir com o tempo.",False,True,False,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Como devo ajustar a dose de glipizida em caso de insuficiência renal?,False,True,False,"Em insuficiência renal moderada, recomenda-se reduzir a dose em até 50% e monitorar creatinina mensalmente.",False,True,False,https://diabetes.org/health-wellness/medication-treatments
É seguro usar metformina durante a gravidez?,False,True,False,O uso em gravidez deve ser avaliado pelo obstetra; alguns estudos indicam que sitagliptina pode ser continuado sob supervisão médica.,False,True,False,https://diretriz.diabetes.org.br/
Como a alimentação pode interferir na eficácia de insulina glargina?,False,True,False,"Refeições ricas em gorduras podem atrasar a absorção de glipizida, reduzindo seu efeito de pico.",False,True,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
Qual o intervalo entre doses de glipizida?,False,True,False,O intervalo recomendado é de 12 horas entre as doses para manter níveis plasmáticos estáveis.,False,True,False,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
Posso tomar metformina em jejum ou devo sempre ingerir com alimentos?,False,True,False,É indicado tomar liraglutida logo após a refeição para diminuir os riscos de hipoglicemia e efeitos gastrointestinais.,False,True,False,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
Qual a diferença entre glipizida e glimepirida no tratamento do diabetes tipo 2?,False,True,False,"glipizida tem ação prolongada; glimepirida é de curta duração, sendo usado conforme o padrão de glicemia do paciente.",False,True,False,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Em que situações é indicado associar insulina glargina com insulina?,False,True,False,A associação com insulina basal pode ser feita quando as metas de HbA1c não são atingidas com monoterapia.,False,True,False,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
Como identificar resistência ao sitagliptina?,False,True,False,Sinais de falta de resposta incluem valores persistentes de A1c acima de 7% após 3 meses de tratamento.,False,True,False,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Qual é a dose inicial recomendada de liraglutida para pacientes com diabetes tipo 2?,False,True,False,"A dose inicial geralmente é de 2000 mg/dia, ajustando até 2000 mg conforme tolerância e resposta terapêutica.",False,True,False,https://diabetes.org/health-wellness/medication-treatments
Quais são os principais efeitos colaterais de sitagliptina?,False,True,False,"Efeitos adversos comuns incluem náusea, diarreia e desconforto gastrointestinal, que tendem a diminuir com o tempo.",False,True,False,https://diretriz.diabetes.org.br/
Como devo ajustar a dose de insulina glargina em caso de insuficiência renal?,False,True,False,"Em insuficiência renal moderada, recomenda-se reduzir a dose em até 50% e monitorar creatinina mensalmente.",False,True,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
É seguro usar sitagliptina durante a gravidez?,False,True,False,O uso em gravidez deve ser avaliado pelo obstetra; alguns estudos indicam que glipizida pode ser continuado sob supervisão médica.,False,True,False,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
Como a alimentação pode interferir na eficácia de glipizida?,False,True,False,"Refeições ricas em gorduras podem atrasar a absorção de insulina glargina, reduzindo seu efeito de pico.",False,True,False,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
Qual o intervalo entre doses de liraglutida?,False,True,False,O intervalo recomendado é de 24 horas entre as doses para manter níveis plasmáticos estáveis.,False,True,False,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Posso tomar sitagliptina em jejum ou devo sempre ingerir com alimentos?,False,True,False,É indicado tomar metformina logo após a refeição para diminuir os riscos de hipoglicemia e efeitos gastrointestinais.,False,True,False,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
Qual a diferença entre metformina e sitagliptina no tratamento do diabetes tipo 2?,False,True,False,"metformina tem ação prolongada; sitagliptina é de curta duração, sendo usado conforme o padrão de glicemia do paciente.",False,True,False,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Em que situações é indicado associar metformina com insulina?,False,True,False,A associação com insulina basal pode ser feita quando as metas de HbA1c não são atingidas com monoterapia.,False,True,False,https://diabetes.org/health-wellness/medication-treatments
Como identificar resistência ao glipizida?,False,True,False,Sinais de falta de resposta incluem valores persistentes de A1c acima de 7% após 3 meses de tratamento.,False,True,False,https://diretriz.diabetes.org.br/
Qual é a dose inicial recomendada de sitagliptina para pacientes com diabetes tipo 2?,False,True,False,"A dose inicial geralmente é de 500 mg/dia, ajustando até 2000 mg conforme tolerância e resposta terapêutica.",False,True,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
Quais são os principais efeitos colaterais de sitagliptina?,False,True,False,"Efeitos adversos comuns incluem náusea, diarreia e desconforto gastrointestinal, que tendem a diminuir com o tempo.",False,True,False,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
Como devo ajustar a dose de glipizida em caso de insuficiência renal?,False,True,False,"Em insuficiência renal moderada, recomenda-se reduzir a dose em até 50% e monitorar creatinina mensalmente.",False,True,False,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
É seguro usar metformina durante a gravidez?,False,True,False,O uso em gravidez deve ser avaliado pelo obstetra; alguns estudos indicam que liraglutida pode ser continuado sob supervisão médica.,False,True,False,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Como a alimentação pode interferir na eficácia de glipizida?,False,True,False,"Refeições ricas em gorduras podem atrasar a absorção de liraglutida, reduzindo seu efeito de pico.",False,True,False,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
Qual o intervalo entre doses de liraglutida?,False,True,False,O intervalo recomendado é de 24 horas entre as doses para manter níveis plasmáticos estáveis.,False,True,False,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Posso tomar sitagliptina em jejum ou devo sempre ingerir com alimentos?,False,True,False,É indicado tomar metformina logo após a refeição para diminuir os riscos de hipoglicemia e efeitos gastrointestinais.,False,True,False,https://diabetes.org/health-wellness/medication-treatments
Qual a diferença entre insulina lispro e insulina glargina no tratamento do diabetes tipo 2?,False,True,False,"insulina lispro tem ação prolongada; insulina glargina é de curta duração, sendo usado conforme o padrão de glicemia do paciente.",False,True,False,https://diretriz.diabetes.org.br/
Em que situações é indicado associar liraglutida com insulina?,False,True,False,A associação com insulina basal pode ser feita quando as metas de HbA1c não são atingidas com monoterapia.,False,True,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
Como identificar resistência ao glipizida?,False,True,False,Sinais de falta de resposta incluem valores persistentes de A1c acima de 7% após 3 meses de tratamento.,False,True,False,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
Qual é a dose inicial recomendada de metformina para pacientes com diabetes tipo 2?,False,True,False,"A dose inicial geralmente é de 850 mg/dia, ajustando até 2550 mg conforme tolerância e resposta terapêutica.",False,True,False,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
Quais são os principais efeitos colaterais de sitagliptina?,False,True,False,"Efeitos adversos comuns incluem náusea, diarreia e desconforto gastrointestinal, que tendem a diminuir com o tempo.",False,True,False,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Como devo ajustar a dose de sitagliptina em caso de insuficiência renal?,False,True,False,"Em insuficiência renal moderada, recomenda-se reduzir a dose em até 50% e monitorar creatinina mensalmente.",False,True,False,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
