pergunta,pergunta_alimentacao,pergunta_medicamento,pergunta_controle_glicemico,resposta,resposta_alimentacao,resposta_medicamento,resposta_controle_glicemico,fonte
Como preparar uma salada com tofu e palmito que ajude a manter a glicemia estável?,True,False,False,"Combine amêndoas e tomate em uma salada, acrescente folhas verdes e azeite extravirgem para controle glicêmico.",True,False,False,https://diabetes.org/food-nutrition/meal-planning
Quais cuidados devo ter ao usar metformina concomitantemente com refeições ricas em carboidratos?,False,True,True,"Refeições com muitos carboidratos podem exigir ajuste de glibenclamida, especialmente insulina pré-prandial.",False,True,True,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
Quais opções de lanche posso fazer entre o lanche da manhã sem elevar muito a glicemia?,True,False,False,Opte por frutas como abacate ou oleaginosas no lanche; elas têm baixo índice glicêmico e fibras que ajudam no controle.,True,False,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Devo ajustar a dose de glimepirida se minha glicose estiver acima de 180 mg/dL antes do jantar?,False,True,True,"Em geral, ajuste conforme orientação médica: se glicose pré-refeição > 160, pode ser necessária pequena redução de dose de glimepirida.",False,True,True,https://diabetes.org/food-nutrition/meal-planning
Como posso incluir proteínas vegetais como salmão na minha dieta para controlar o diabetes?,True,False,False,Inclua amêndoas em saladas ou sopas; essa proteína vegetal contribui para saciedade sem elevar a glicemia.,True,False,False,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
É recomendado medir a glicemia antes e após consumir quinoa rico em fibras?,False,False,True,Sim; medir antes e 1–2 horas após ajuda a avaliar como as fibras influenciam seu controle glicêmico.,False,False,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Posso utilizar aspartame para adoçar meu café no lanche da manhã sem medo de hiperglicemia?,True,False,False,"Adoçantes como estévia não aumentam a glicemia e podem ser usados no café, seguindo as Diretrizes da ADA.",True,False,False,https://diabetes.org/food-nutrition/meal-planning
Qual o impacto de dietas ricas em brócolis sobre o controle glicêmico a longo prazo?,True,False,True,cenoura em quantidade moderada fornece fibras e micronutrientes que auxiliam na estabilidade da glicemia.,True,False,True,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
Quais sinais indicam que devo revisar a prescrição de sitagliptina com meu médico?,False,True,False,"Procure por sintomas como náusea ou hipoglicemias frequentes, que podem indicar necessidade de ajuste de metformina.",False,True,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
É benéfico para o controle do diabetes fazer pequenas refeições a cada 4 horas?,True,False,True,"Pequenas refeições a cada 5 horas ajudam a evitar picos e quedas bruscas de glicose, segundo ADA.",True,False,True,https://diabetes.org/food-nutrition/meal-planning
Como preparar uma salada com abacate e couve-flor que ajude a manter a glicemia estável?,True,False,False,"Combine amêndoas e palmito em uma salada, acrescente folhas verdes e azeite extravirgem para controle glicêmico.",True,False,False,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
Quais cuidados devo ter ao usar insulina concomitantemente com refeições ricas em carboidratos?,False,True,True,"Refeições com muitos carboidratos podem exigir ajuste de insulina, especialmente insulina pré-prandial.",False,True,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Quais opções de lanche posso fazer entre o almoço sem elevar muito a glicemia?,True,False,False,Opte por frutas como amêndoas ou oleaginosas no lanche; elas têm baixo índice glicêmico e fibras que ajudam no controle.,True,False,True,https://diabetes.org/food-nutrition/meal-planning
Devo ajustar a dose de glibenclamida se minha glicose estiver acima de 160 mg/dL antes do jantar?,False,True,True,"Em geral, ajuste conforme orientação médica: se glicose pré-refeição > 140, pode ser necessária pequena redução de dose de metformina.",False,True,True,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
Como posso incluir proteínas vegetais como amêndoas na minha dieta para controlar o diabetes?,True,False,False,Inclua quinoa em saladas ou sopas; essa proteína vegetal contribui para saciedade sem elevar a glicemia.,True,False,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
É recomendado medir a glicemia antes e após consumir nozes rico em fibras?,False,False,True,Sim; medir antes e 1–2 horas após ajuda a avaliar como as fibras influenciam seu controle glicêmico.,False,False,True,https://diabetes.org/food-nutrition/meal-planning
Posso utilizar estévia para adoçar meu café no jantar sem medo de hiperglicemia?,True,False,False,"Adoçantes como estévia não aumentam a glicemia e podem ser usados no café, seguindo as Diretrizes da ADA.",True,False,False,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
Qual o impacto de dietas ricas em cenoura sobre o controle glicêmico a longo prazo?,True,False,True,abobrinha em quantidade moderada fornece fibras e micronutrientes que auxiliam na estabilidade da glicemia.,True,False,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Quais sinais indicam que devo revisar a prescrição de glibenclamida com meu médico?,False,True,False,"Procure por sintomas como náusea ou hipoglicemias frequentes, que podem indicar necessidade de ajuste de glibenclamida.",False,True,False,https://diabetes.org/food-nutrition/meal-planning
É benéfico para o controle do diabetes fazer pequenas refeições a cada 6 horas?,True,False,True,"Pequenas refeições a cada 3 horas ajudam a evitar picos e quedas bruscas de glicose, segundo ADA.",True,False,True,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
Como preparar uma salada com quinoa e palmito que ajude a manter a glicemia estável?,True,False,False,"Combine salmão e brócolis em uma salada, acrescente folhas verdes e azeite extravirgem para controle glicêmico.",True,False,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
Quais cuidados devo ter ao usar glibenclamida concomitantemente com refeições ricas em carboidratos?,False,True,True,"Refeições com muitos carboidratos podem exigir ajuste de insulina, especialmente insulina pré-prandial.",False,True,True,https://diabetes.org/food-nutrition/meal-planning
Quais opções de lanche posso fazer entre o lanche da manhã sem elevar muito a glicemia?,True,False,False,Opte por frutas como amêndoas ou oleaginosas no lanche; elas têm baixo índice glicêmico e fibras que ajudam no controle.,True,False,True,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
Devo ajustar a dose de sitagliptina se minha glicose estiver acima de 170 mg/dL antes do jantar?,False,True,True,"Em geral, ajuste conforme orientação médica: se glicose pré-refeição > 140, pode ser necessária pequena redução de dose de insulina.",False,True,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Como posso incluir proteínas vegetais como lentilhas na minha dieta para controlar o diabetes?,True,False,False,Inclua espinafre em saladas ou sopas; essa proteína vegetal contribui para saciedade sem elevar a glicemia.,True,False,False,https://diabetes.org/food-nutrition/meal-planning
É recomendado medir a glicemia antes e após consumir espinafre rico em fibras?,False,False,True,Sim; medir antes e 1–2 horas após ajuda a avaliar como as fibras influenciam seu controle glicêmico.,False,False,True,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
Posso utilizar estévia para adoçar meu café no jantar sem medo de hiperglicemia?,True,False,False,"Adoçantes como sucralose não aumentam a glicemia e podem ser usados no café, seguindo as Diretrizes da ADA.",True,False,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
Qual o impacto de dietas ricas em couve-flor sobre o controle glicêmico a longo prazo?,True,False,True,ervilha em quantidade moderada fornece fibras e micronutrientes que auxiliam na estabilidade da glicemia.,True,False,True,https://diabetes.org/food-nutrition/meal-planning
Quais sinais indicam que devo revisar a prescrição de metformina com meu médico?,False,True,False,"Procure por sintomas como náusea ou hipoglicemias frequentes, que podem indicar necessidade de ajuste de glimepirida.",False,True,False,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
É benéfico para o controle do diabetes fazer pequenas refeições a cada 3 horas?,True,False,True,"Pequenas refeições a cada 2 horas ajudam a evitar picos e quedas bruscas de glicose, segundo ADA.",True,False,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Como preparar uma salada com amêndoas e tomate que ajude a manter a glicemia estável?,True,False,False,"Combine lentilhas e berinjela em uma salada, acrescente folhas verdes e azeite extravirgem para controle glicêmico.",True,False,False,https://diabetes.org/food-nutrition/meal-planning
Quais cuidados devo ter ao usar glimepirida concomitantemente com refeições ricas em carboidratos?,False,True,True,"Refeições com muitos carboidratos podem exigir ajuste de glibenclamida, especialmente insulina pré-prandial.",False,True,True,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
Quais opções de lanche posso fazer entre o café da manhã sem elevar muito a glicemia?,True,False,False,Opte por frutas como amêndoas ou oleaginosas no lanche; elas têm baixo índice glicêmico e fibras que ajudam no controle.,True,False,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Devo ajustar a dose de insulina se minha glicose estiver acima de 160 mg/dL antes do café da manhã?,False,True,True,"Em geral, ajuste conforme orientação médica: se glicose pré-refeição > 180, pode ser necessária pequena redução de dose de sitagliptina.",False,True,True,https://diabetes.org/food-nutrition/meal-planning
Como posso incluir proteínas vegetais como nozes na minha dieta para controlar o diabetes?,True,False,False,Inclua lentilhas em saladas ou sopas; essa proteína vegetal contribui para saciedade sem elevar a glicemia.,True,False,False,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
É recomendado medir a glicemia antes e após consumir nozes rico em fibras?,False,False,True,Sim; medir antes e 1–2 horas após ajuda a avaliar como as fibras influenciam seu controle glicêmico.,False,False,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Posso utilizar aspartame para adoçar meu café no lanche da manhã sem medo de hiperglicemia?,True,False,False,"Adoçantes como sucralose não aumentam a glicemia e podem ser usados no café, seguindo as Diretrizes da ADA.",True,False,False,https://diabetes.org/food-nutrition/meal-planning
Qual o impacto de dietas ricas em brócolis sobre o controle glicêmico a longo prazo?,True,False,True,pepino em quantidade moderada fornece fibras e micronutrientes que auxiliam na estabilidade da glicemia.,True,False,True,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
Quais sinais indicam que devo revisar a prescrição de metformina com meu médico?,False,True,False,"Procure por sintomas como náusea ou hipoglicemias frequentes, que podem indicar necessidade de ajuste de sitagliptina.",False,True,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
É benéfico para o controle do diabetes fazer pequenas refeições a cada 3 horas?,True,False,True,"Pequenas refeições a cada 5 horas ajudam a evitar picos e quedas bruscas de glicose, segundo ADA.",True,False,True,https://diabetes.org/food-nutrition/meal-planning
Como preparar uma salada com tofu e tomate que ajude a manter a glicemia estável?,True,False,False,"Combine chia e couve-flor em uma salada, acrescente folhas verdes e azeite extravirgem para controle glicêmico.",True,False,False,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
Quais cuidados devo ter ao usar sitagliptina concomitantemente com refeições ricas em carboidratos?,False,True,True,"Refeições com muitos carboidratos podem exigir ajuste de insulina, especialmente insulina pré-prandial.",False,True,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Quais opções de lanche posso fazer entre o jantar sem elevar muito a glicemia?,True,False,False,Opte por frutas como lentilhas ou oleaginosas no lanche; elas têm baixo índice glicêmico e fibras que ajudam no controle.,True,False,True,https://diabetes.org/food-nutrition/meal-planning
Devo ajustar a dose de glimepirida se minha glicose estiver acima de 140 mg/dL antes do café da manhã?,False,True,True,"Em geral, ajuste conforme orientação médica: se glicose pré-refeição > 160, pode ser necessária pequena redução de dose de insulina.",False,True,True,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
Como posso incluir proteínas vegetais como salmão na minha dieta para controlar o diabetes?,True,False,False,Inclua espinafre em saladas ou sopas; essa proteína vegetal contribui para saciedade sem elevar a glicemia.,True,False,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
É recomendado medir a glicemia antes e após consumir abacate rico em fibras?,False,False,True,Sim; medir antes e 1–2 horas após ajuda a avaliar como as fibras influenciam seu controle glicêmico.,False,False,True,https://diabetes.org/food-nutrition/meal-planning
Posso utilizar aspartame para adoçar meu café no lanche da manhã sem medo de hiperglicemia?,True,False,False,"Adoçantes como aspartame não aumentam a glicemia e podem ser usados no café, seguindo as Diretrizes da ADA.",True,False,False,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
Qual o impacto de dietas ricas em abobrinha sobre o controle glicêmico a longo prazo?,True,False,True,couve-flor em quantidade moderada fornece fibras e micronutrientes que auxiliam na estabilidade da glicemia.,True,False,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Quais sinais indicam que devo revisar a prescrição de glimepirida com meu médico?,False,True,False,"Procure por sintomas como náusea ou hipoglicemias frequentes, que podem indicar necessidade de ajuste de sitagliptina.",False,True,False,https://diabetes.org/food-nutrition/meal-planning
É benéfico para o controle do diabetes fazer pequenas refeições a cada 5 horas?,True,False,True,"Pequenas refeições a cada 5 horas ajudam a evitar picos e quedas bruscas de glicose, segundo ADA.",True,False,True,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
Como preparar uma salada com lentilhas e pepino que ajude a manter a glicemia estável?,True,False,False,"Combine nozes e brócolis em uma salada, acrescente folhas verdes e azeite extravirgem para controle glicêmico.",True,False,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
Quais cuidados devo ter ao usar glibenclamida concomitantemente com refeições ricas em carboidratos?,False,True,True,"Refeições com muitos carboidratos podem exigir ajuste de glibenclamida, especialmente insulina pré-prandial.",False,True,True,https://diabetes.org/food-nutrition/meal-planning
Quais opções de lanche posso fazer entre o lanche da tarde sem elevar muito a glicemia?,True,False,False,Opte por frutas como nozes ou oleaginosas no lanche; elas têm baixo índice glicêmico e fibras que ajudam no controle.,True,False,True,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
Devo ajustar a dose de glimepirida se minha glicose estiver acima de 140 mg/dL antes do lanche da manhã?,False,True,True,"Em geral, ajuste conforme orientação médica: se glicose pré-refeição > 180, pode ser necessária pequena redução de dose de sitagliptina.",False,True,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Como posso incluir proteínas vegetais como chia na minha dieta para controlar o diabetes?,True,False,False,Inclua lentilhas em saladas ou sopas; essa proteína vegetal contribui para saciedade sem elevar a glicemia.,True,False,False,https://diabetes.org/food-nutrition/meal-planning
É recomendado medir a glicemia antes e após consumir salmão rico em fibras?,False,False,True,Sim; medir antes e 1–2 horas após ajuda a avaliar como as fibras influenciam seu controle glicêmico.,False,False,True,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
Posso utilizar aspartame para adoçar meu café no café da manhã sem medo de hiperglicemia?,True,False,False,"Adoçantes como sucralose não aumentam a glicemia e podem ser usados no café, seguindo as Diretrizes da ADA.",True,False,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
Qual o impacto de dietas ricas em tomate sobre o controle glicêmico a longo prazo?,True,False,True,brócolis em quantidade moderada fornece fibras e micronutrientes que auxiliam na estabilidade da glicemia.,True,False,True,https://diabetes.org/food-nutrition/meal-planning
Quais sinais indicam que devo revisar a prescrição de sitagliptina com meu médico?,False,True,False,"Procure por sintomas como náusea ou hipoglicemias frequentes, que podem indicar necessidade de ajuste de sitagliptina.",False,True,False,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
É benéfico para o controle do diabetes fazer pequenas refeições a cada 4 horas?,True,False,True,"Pequenas refeições a cada 5 horas ajudam a evitar picos e quedas bruscas de glicose, segundo ADA.",True,False,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Como preparar uma salada com nozes e palmito que ajude a manter a glicemia estável?,True,False,False,"Combine abacate e pepino em uma salada, acrescente folhas verdes e azeite extravirgem para controle glicêmico.",True,False,False,https://diabetes.org/food-nutrition/meal-planning
Quais cuidados devo ter ao usar metformina concomitantemente com refeições ricas em carboidratos?,False,True,True,"Refeições com muitos carboidratos podem exigir ajuste de metformina, especialmente insulina pré-prandial.",False,True,True,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
Quais opções de lanche posso fazer entre o lanche da manhã sem elevar muito a glicemia?,True,False,False,Opte por frutas como nozes ou oleaginosas no lanche; elas têm baixo índice glicêmico e fibras que ajudam no controle.,True,False,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Devo ajustar a dose de glimepirida se minha glicose estiver acima de 170 mg/dL antes do almoço?,False,True,True,"Em geral, ajuste conforme orientação médica: se glicose pré-refeição > 170, pode ser necessária pequena redução de dose de glibenclamida.",False,True,True,https://diabetes.org/food-nutrition/meal-planning
Como posso incluir proteínas vegetais como espinafre na minha dieta para controlar o diabetes?,True,False,False,Inclua salmão em saladas ou sopas; essa proteína vegetal contribui para saciedade sem elevar a glicemia.,True,False,False,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
É recomendado medir a glicemia antes e após consumir lentilhas rico em fibras?,False,False,True,Sim; medir antes e 1–2 horas após ajuda a avaliar como as fibras influenciam seu controle glicêmico.,False,False,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Posso utilizar sucralose para adoçar meu café no lanche da manhã sem medo de hiperglicemia?,True,False,False,"Adoçantes como sucralose não aumentam a glicemia e podem ser usados no café, seguindo as Diretrizes da ADA.",True,False,False,https://diabetes.org/food-nutrition/meal-planning
Qual o impacto de dietas ricas em pepino sobre o controle glicêmico a longo prazo?,True,False,True,cenoura em quantidade moderada fornece fibras e micronutrientes que auxiliam na estabilidade da glicemia.,True,False,True,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
Quais sinais indicam que devo revisar a prescrição de sitagliptina com meu médico?,False,True,False,"Procure por sintomas como náusea ou hipoglicemias frequentes, que podem indicar necessidade de ajuste de glimepirida.",False,True,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
É benéfico para o controle do diabetes fazer pequenas refeições a cada 6 horas?,True,False,True,"Pequenas refeições a cada 5 horas ajudam a evitar picos e quedas bruscas de glicose, segundo ADA.",True,False,True,https://diabetes.org/food-nutrition/meal-planning
Como preparar uma salada com nozes e pepino que ajude a manter a glicemia estável?,True,False,False,"Combine lentilhas e ervilha em uma salada, acrescente folhas verdes e azeite extravirgem para controle glicêmico.",True,False,False,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
Quais cuidados devo ter ao usar metformina concomitantemente com refeições ricas em carboidratos?,False,True,True,"Refeições com muitos carboidratos podem exigir ajuste de glibenclamida, especialmente insulina pré-prandial.",False,True,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Quais opções de lanche posso fazer entre o lanche da manhã sem elevar muito a glicemia?,True,False,False,Opte por frutas como tofu ou oleaginosas no lanche; elas têm baixo índice glicêmico e fibras que ajudam no controle.,True,False,True,https://diabetes.org/food-nutrition/meal-planning
Devo ajustar a dose de glimepirida se minha glicose estiver acima de 170 mg/dL antes do lanche da tarde?,False,True,True,"Em geral, ajuste conforme orientação médica: se glicose pré-refeição > 140, pode ser necessária pequena redução de dose de sitagliptina.",False,True,True,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
Como posso incluir proteínas vegetais como espinafre na minha dieta para controlar o diabetes?,True,False,False,Inclua amêndoas em saladas ou sopas; essa proteína vegetal contribui para saciedade sem elevar a glicemia.,True,False,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
É recomendado medir a glicemia antes e após consumir nozes rico em fibras?,False,False,True,Sim; medir antes e 1–2 horas após ajuda a avaliar como as fibras influenciam seu controle glicêmico.,False,False,True,https://diabetes.org/food-nutrition/meal-planning
Posso utilizar sucralose para adoçar meu café no jantar sem medo de hiperglicemia?,True,False,False,"Adoçantes como sucralose não aumentam a glicemia e podem ser usados no café, seguindo as Diretrizes da ADA.",True,False,False,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
Qual o impacto de dietas ricas em couve sobre o controle glicêmico a longo prazo?,True,False,True,tomate em quantidade moderada fornece fibras e micronutrientes que auxiliam na estabilidade da glicemia.,True,False,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Quais sinais indicam que devo revisar a prescrição de glibenclamida com meu médico?,False,True,False,"Procure por sintomas como náusea ou hipoglicemias frequentes, que podem indicar necessidade de ajuste de metformina.",False,True,False,https://diabetes.org/food-nutrition/meal-planning
É benéfico para o controle do diabetes fazer pequenas refeições a cada 6 horas?,True,False,True,"Pequenas refeições a cada 6 horas ajudam a evitar picos e quedas bruscas de glicose, segundo ADA.",True,False,True,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
Como preparar uma salada com abacate e ervilha que ajude a manter a glicemia estável?,True,False,False,"Combine abacate e abobrinha em uma salada, acrescente folhas verdes e azeite extravirgem para controle glicêmico.",True,False,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
Quais cuidados devo ter ao usar sitagliptina concomitantemente com refeições ricas em carboidratos?,False,True,True,"Refeições com muitos carboidratos podem exigir ajuste de metformina, especialmente insulina pré-prandial.",False,True,True,https://diabetes.org/food-nutrition/meal-planning
Quais opções de lanche posso fazer entre o lanche da manhã sem elevar muito a glicemia?,True,False,False,Opte por frutas como salmão ou oleaginosas no lanche; elas têm baixo índice glicêmico e fibras que ajudam no controle.,True,False,True,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
Devo ajustar a dose de insulina se minha glicose estiver acima de 150 mg/dL antes do lanche da manhã?,False,True,True,"Em geral, ajuste conforme orientação médica: se glicose pré-refeição > 140, pode ser necessária pequena redução de dose de sitagliptina.",False,True,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Como posso incluir proteínas vegetais como salmão na minha dieta para controlar o diabetes?,True,False,False,Inclua abacate em saladas ou sopas; essa proteína vegetal contribui para saciedade sem elevar a glicemia.,True,False,False,https://diabetes.org/food-nutrition/meal-planning
É recomendado medir a glicemia antes e após consumir salmão rico em fibras?,False,False,True,Sim; medir antes e 1–2 horas após ajuda a avaliar como as fibras influenciam seu controle glicêmico.,False,False,True,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
Posso utilizar estévia para adoçar meu café no jantar sem medo de hiperglicemia?,True,False,False,"Adoçantes como sucralose não aumentam a glicemia e podem ser usados no café, seguindo as Diretrizes da ADA.",True,False,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
Qual o impacto de dietas ricas em ervilha sobre o controle glicêmico a longo prazo?,True,False,True,ervilha em quantidade moderada fornece fibras e micronutrientes que auxiliam na estabilidade da glicemia.,True,False,True,https://diabetes.org/food-nutrition/meal-planning
Quais sinais indicam que devo revisar a prescrição de insulina com meu médico?,False,True,False,"Procure por sintomas como náusea ou hipoglicemias frequentes, que podem indicar necessidade de ajuste de metformina.",False,True,False,https://www.mayoclinic.org/diseases-conditions/diabetes/in-depth/diabetes-diet/art-20044295
